567.612,428.574
586.374,334.638
541.481,377.525
598.781,311.335
509.973,349.154
534.161,389.654
689.831,423.541
656.887,306.426
804.768,348.947
765.881,406.729
771.812,220.225
703.06,351.376
567.719,427.613
587.972,334.822
541.676,376.054
599.562,305.871
511.602,351.894
534.282,388.204
691.278,421.942
657.25,308.368
805.937,348.745
766.373,407.131
773.15,217.998
702.981,355.625
567.735,427.474
588.152,335.003
541.685,375.775
599.692,304.87
511.89,352.453
534.319,387.984
691.421,422.061
657.261,308.59
806.21,348.799
766.391,407.13
773.272,217.794
702.94,356.377
567.753,427.463
588.258,334.945
541.708,375.762
599.697,304.711
511.904,352.446
534.343,387.971
692.936,421.71
657.858,303.875
808.502,346.168
768.658,408.628
776.24,213.68
703.3,356.403
567.973,426.762
588.768,334.113
541.821,374.738
600.24,301.997
512.027,351.679
534.146,386.891
695.332,421.002
658.253,300.055
810.426,344.085
770.402,408.063
778.254,210.01
703.936,355.26
567.966,426.553
588.906,333.759
541.886,374.495
600.381,301.053
512.044,351.406
534.033,386.489
696.046,420.93
658.417,298.954
810.747,344.028
770.959,408.079
779.054,208.064
704.147,354.659
568.74,425.909
589.088,331.063
542.381,373.803
601.085,301.575
512.793,351.642
535.744,387.03
697.24,421.28
658.611,297.486
811.38,344.637
772.706,406.059
779.574,209.551
704.537,354.492
569.038,425.753
589.136,330.044
542.55,373.57
601.322,301.852
513.044,351.778
536.465,387.272
697.581,421.447
658.674,297.232
811.502,345.027
773.26,405.306
779.716,210
704.663,354.468
569.137,425.73
589.127,329.621
542.641,373.587
601.407,301.888
513.118,351.828
536.622,387.443
699.614,417.99
659.762,290.683
813.296,344.814
774.958,405.196
781.797,213.086
705.607,353.066
570.114,424.779
590.089,329.107
542.75,371.724
602.668,303.449
513.224,348.949
536.426,384.914
700.324,416.749
660.183,288.237
814.098,344.364
775.562,405.207
782.591,214.129
705.936,352.625
570.461,424.42
590.431,328.924
542.777,370.941
603.126,304.148
513.246,347.778
536.337,384.031
701.222,415.756
660.665,289.688
814.882,344.122
776.557,403.857
784.577,214.436
706.514,351.946
570.577,424.258
590.537,328.867
542.741,370.611
603.274,304.382
513.291,347.487
536.396,383.929
701.479,415.659
660.842,290.368
815.044,344.094
776.804,403.674
785.221,214.872
706.722,351.621
570.87,423.763
591.24,328.492
542.6,368.929
603.672,302.71
514.077,347.896
537.201,384.203
703.034,414.308
661.334,291.924
817.592,343.126
778.557,402.148
787.658,214.046
707.847,349.589
570.934,423.506
591.504,328.493
542.793,368.396
603.815,302.093
514.361,348.109
537.498,384.298
704.664,413.218
661.825,292.508
819.995,340.611
779.931,401.913
789.165,214.192
708.75,349.029
570.98,423.518
591.578,328.453
542.964,368.514
603.866,301.911
514.467,348.233
537.6,384.372
707.788,412.592
662.701,292.255
823.385,337.461
781.936,402.237
792.641,209.369
709.692,350.574
571.506,423.852
591.948,325.97
543.863,368.368
604.65,300.893
514.938,347.373
538.393,383.784
708.911,412.255
662.999,292.169
824.658,336.161
782.78,401.984
793.659,208.352
709.983,351.186
571.663,423.918
592.077,325.037
544.21,368.387
604.924,300.443
515.083,347.033
538.63,383.449
711.608,412.527
664.003,284.503
826.627,335.692
784.928,401.821
797.742,206.444
711.662,349.714
571.962,423.676
592.052,323.672
544.585,368.248
605.194,300.308
515.362,347.16
539.277,383.143
713.876,411.421
664.771,279.989
827.594,337.014
785.925,401.945
801.272,205.905
712.882,348.707
572.065,423.607
592.048,323.164
544.703,368.183
605.273,300.19
515.464,347.197
539.521,383.004
714.606,411.125
665.054,278.372
827.776,337.728
786.225,402.069
802.49,205.655
713.337,348.232
572.06,423.525
591.998,322.898
544.75,368.156
605.306,300.173
515.513,347.351
539.504,382.747
717.692,405.97
665.562,276.029
830.708,335.158
787.71,401.428
804.431,207.182
714.864,344.316
572.344,422.868
592.612,321.769
544.849,365.906
605.771,301.421
515.541,347.336
539.611,380.414
719.645,403.434
666.084,274.312
832.233,335.202
788.872,401.058
808.036,202.901
715.731,342.856
572.444,422.588
592.87,321.634
544.913,365.156
605.932,301.959
515.481,347.278
539.665,379.641
720.32,402.527
666.226,273.746
832.869,334.977
789.307,400.85
809.39,200.895
716.027,342.299
572.664,422.056
593.075,321.526
545.114,364.185
606.416,303.1
515.963,347.479
540.596,381.19
720.518,402.126
666.272,273.602
832.94,335.072
789.404,400.839
809.712,200.612
716.119,342.082
573.509,422.007
593.796,321.66
545.083,363.482
607.139,299.957
516.404,346.99
541.206,381.307
722.519,399.83
666.773,272.399
835.856,331.928
791.19,399.437
812.119,200.295
717.384,341.427
573.821,422.013
594.078,321.876
545.098,363.401
607.412,298.729
516.598,346.804
541.451,381.432
726.104,399.46
668.011,274.231
838.686,329.75
792.475,400.411
813.882,203.113
718.699,341.86
574.042,421.311
594.505,321.141
545.124,362.156
607.607,297.612
516.491,345.791
541.711,381.083
728.227,399.963
668.919,273.818
841.046,327.752
794.698,400.318
817.252,203.157
719.598,342.776
574.535,420.898
595.335,319.901
545.584,361.758
607.823,294.733
516.712,344.697
542.397,381.154
728.935,400.182
669.294,273.309
841.734,327.399
795.559,400.141
818.331,203.642
719.922,342.91
645.426,312.746
574.722,420.731
595.675,319.795
545.775,361.654
607.869,293.67
516.753,344.228
542.633,381.15
730.75,400.265
669.79,271.318
844.621,325.054
797.807,399.08
819.538,209.311
721.485,341.298
645.815,315.822
575.237,420.602
596.242,317.29
547.134,360.909
517.604,343.892
543.444,380.75
732.251,399.542
670.262,269.45
845.534,326.004
799.655,397.165
821.826,210.056
723.265,337.601
646.294,317.649
575.401,420.535
596.425,316.304
547.646,360.629
517.945,343.811
543.719,380.593
732.809,399.165
670.439,268.729
845.653,326.655
800.249,396.524
822.598,210.469
723.893,336.142
646.424,318.263
575.342,420.404
596.424,315.932
547.751,360.354
518.044,343.761
543.821,380.534
735.242,396.293
671.334,264.687
845.994,328.933
802.342,394.386
824.942,211.861
724.915,334.798
647.479,318.099
575.467,419.852
597.682,315.205
548.592,360.4
518.699,344.682
543.914,379.555
737.058,394.642
672.119,263.077
847.31,328.241
804.004,393.607
827.493,210.36
725.763,334.103
648.407,317.32
575.429,419.619
598.157,315.182
548.849,360.331
518.889,344.853
543.877,379.046
737.716,393.923
672.394,262.442
847.804,327.925
804.544,393.292
828.397,209.897
726.078,333.933
648.684,317.032
575.4,419.553
598.309,315.029
548.94,360.354
518.994,345.066
543.88,378.978
741.857,394.421
673.448,263.053
852.729,323.498
806.961,393.168
832.654,205.802
727.37,334.18
649.959,307.961
575.372,419.529
598.363,315.001
548.991,360.469
518.964,344.993
543.883,378.91
743.307,394.711
673.787,263.351
854.557,321.776
807.9,392.889
834.455,204.016
727.86,334.285
650.399,304.66
575.778,418.743
598.867,315.332
549.225,359.475
519.225,344.684
544.308,378.932
746.039,394.919
674.645,262.664
856.8,322.144
809.464,394.368
838.896,199.444
730.007,334.251
651.119,304.691
576.063,418.383
599.483,315.676
549.586,358.697
519.476,344.025
544.716,378.234
748.173,393.849
675.558,260.862
858.427,322.518
811.826,392.668
840.295,201.216
731.639,333.703
651.835,304.15
576.173,418.267
599.746,316.2
549.696,358.347
519.569,343.8
544.902,378.061
748.934,393.431
675.89,260.066
858.751,323.027
812.688,392.06
840.976,201.161
732.242,333.369
652.121,303.956
576.728,418.071
599.712,314.449
549.659,357.711
519.508,343.118
545.463,376.674
750.322,391.558
676.662,256.902
859.522,324.134
813.585,392.12
839.205,211.053
733.46,331.544
652.617,304.737
576.833,418.045
599.695,313.716
549.667,357.561
519.459,342.874
545.643,376.103
750.74,391.017
676.944,255.69
859.627,324.796
813.857,392.172
839.425,211.815
733.879,330.825
652.764,305.268
577.92,418.35
600.499,312.554
550.595,358.073
519.39,341.383
546.397,375.741
752.422,390.551
677.926,251.692
860.479,327.459
815.31,391.322
840.919,213.492
735.419,327.525
653.651,302.843
578.145,417.818
601.117,311.937
551.219,358.167
519.601,340.737
547.154,376.708
753.022,390.309
678.267,250.293
860.703,328.539
815.831,391.005
841.212,214.72
736.028,326.107
653.996,301.822
578.575,416.933
602.161,311.323
551.602,357.015
520.006,340.355
548.047,376.726
756.346,388.967
679.61,247.535
865.411,321.984
819.17,388.207
843.23,215.891
737.132,325.867
654.588,300.961
578.751,416.988
602.536,311.055
551.741,356.576
520.13,340.203
548.365,376.742
758.043,389.318
680.34,246.56
867.911,319.54
820.235,389.19
844.473,217.466
738.672,323.8
655.173,298.457
647.804,337.331
579.273,417.325
603.229,311.292
551.923,355.163
520.074,340.231
548.521,376.916
761.354,388.466
681.822,247.499
870.931,316.97
822.192,389.635
848.033,214.374
740.215,324.655
655.921,296.829
649.373,338.157
579.459,417.498
603.469,311.465
552.008,354.677
519.971,340.102
548.594,377.006
762.465,388.319
682.35,247.896
872.126,315.913
822.766,389.907
849.273,213.32
740.776,324.966
656.189,296.278
649.907,338.43
580.092,417.67
604.514,310.85
551.687,351.74
520.302,339.666
549.073,377.256
764.916,385.905
683.795,244.787
872.598,317.349
822.754,392.626
850.875,213.808
742.438,324.496
656.843,298.574
651.455,334.597
580.92,417.665
605.494,307.739
552.303,350.885
520.902,339.729
549.867,376.08
766.88,384.627
685.037,241.27
872.091,321.402
823.359,394.321
851.414,215.948
743.82,323.542
657.734,296.076
652.711,333.904
581.245,417.742
605.825,306.668
552.539,350.609
521.101,339.721
550.133,375.599
767.591,384.191
685.482,239.928
871.963,322.694
823.481,394.976
851.528,216.734
744.243,323.341
658.032,295.276
653.108,333.912
581.33,417.728
605.935,306.31
552.571,350.442
521.171,339.686
550.219,375.418
770.512,380.966
686.718,235.444
872.718,323.584
823.902,395.178
848.412,231.614
746.162,319.84
658.159,305.512
654.383,332.808
581.511,417.482
606.513,304.653
553.256,351.566
521.672,339.887
551.188,375.388
771.494,380.137
687.133,233.78
872.979,323.879
824.028,395.247
847.494,236.229
746.831,318.246
658.226,308.784
654.811,332.404
581.803,417.663
607.237,305.945
553.84,352.73
521.898,339.145
551.616,373.432
772.878,378.898
687.644,233.292
872.96,325.366
824.705,395.169
849.446,233.647
747.48,317.877
658.827,307.266
656.127,331.995
581.906,417.761
607.488,306.417
554.05,353.203
521.948,338.849
551.787,372.738
773.265,378.581
687.856,233.064
